DateTime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Temperature,Relative_Humidity,Absolute_Humidity,CO_GT,timestamp
2004-07-08 09:00:00,1385.0,1240.0,596.0,1919.0,1847.0,29.5,32.7,1.3229,3.0,2004-07-08 09:00:00
2004-07-08 10:00:00,1381.0,1227.0,595.0,1903.0,1845.0,29.8,33.1,1.3693,2.7,2004-07-08 10:00:00
2004-07-08 11:00:00,1396.0,1306.0,587.0,1934.0,1886.0,33.4,26.8,1.3586,3.2,2004-07-08 11:00:00
2004-07-08 12:00:00,1070.0,1000.0,801.0,1538.0,1039.0,40.3,15.8,1.1604,1.4,2004-07-08 12:00:00
2004-07-08 13:00:00,1076.0,972.0,819.0,1525.0,923.0,41.8,15.0,1.1989,1.3,2004-07-08 13:00:00
2004-07-08 14:00:00,1126.0,1004.0,788.0,1609.0,926.0,41.1,15.7,1.2071,1.4,2004-07-08 14:00:00
2004-07-08 15:00:00,1225.0,1196.0,673.0,1775.0,1277.0,41.9,14.8,1.1944,2.1,2004-07-08 15:00:00
2004-07-08 16:00:00,1202.0,1206.0,671.0,1807.0,1301.0,40.9,14.6,1.114,2.4,2004-07-08 16:00:00
2004-07-08 17:00:00,1308.0,1310.0,628.0,1891.0,1385.0,39.1,16.9,1.1705,3.1,2004-07-08 17:00:00
2004-07-08 18:00:00,1440.0,1281.0,580.0,1893.25,1474.0,36.4,27.3,1.6308,3.5,2004-07-08 18:00:00
2004-07-08 19:00:00,1611.0,1552.0,487.0,1895.5,1948.0,34.9,29.3,1.611,5.1,2004-07-08 19:00:00
2004-07-08 20:00:00,1387.0,1419.0,559.0,1897.75,1677.0,33.6,26.4,1.3515,4.5,2004-07-08 20:00:00
2004-07-08 21:00:00,1268.0,1206.0,648.0,1900.0,1434.0,32.2,27.6,1.3044,2.9,2004-07-08 21:00:00
2004-07-08 22:00:00,1237.0,1175.0,660.0,1834.0,1424.0,30.5,29.7,1.2742,2.6,2004-07-08 22:00:00
2004-07-08 23:00:00,1302.0,1198.0,628.0,1934.0,1504.0,29.4,35.6,1.4383,2.7,2004-07-08 23:00:00
2004-07-09 00:00:00,1347.0,1282.0,575.0,1996.0,1661.0,29.1,34.8,1.38,3.2,2004-07-09 00:00:00
2004-07-09 01:00:00,1355.0,1198.0,564.0,1905.0,1714.0,27.7,41.9,1.537,2.3,2004-07-09 01:00:00
2004-07-09 02:00:00,1023.0,822.0,823.0,1585.0,1050.0,27.9,41.6,1.5425,1.0,2004-07-09 02:00:00
2004-07-09 03:00:00,903.0,631.0,1070.0,1458.0,550.0,27.8,43.7,1.6039,0.5,2004-07-09 03:00:00
2004-07-09 04:00:00,876.0,605.0,1144.0,1432.0,456.0,27.4,42.2,1.5177,0.4,2004-07-09 04:00:00
2004-07-09 05:00:00,932.0,707.0,1011.0,1509.0,554.0,26.6,42.8,1.4713,0.6,2004-07-09 05:00:00
2004-07-09 06:00:00,1020.0,866.0,847.0,1636.0,744.0,26.9,40.3,1.4041,1.0,2004-07-09 06:00:00
2004-07-09 07:00:00,1264.0,1241.0,609.0,1989.0,1280.0,27.0,37.3,1.3081,2.9,2004-07-09 07:00:00
2004-07-09 08:00:00,1179.0,1153.0,654.0,1877.0,1096.0,27.0,35.3,1.2396,2.7,2004-07-09 08:00:00
2004-07-09 09:00:00,1079.0,966.0,785.0,1640.0,927.0,27.4,32.0,1.1545,1.8,2004-07-09 09:00:00
2004-07-09 10:00:00,1036.0,955.0,829.0,1527.0,840.0,30.5,24.7,1.0592,1.8,2004-07-09 10:00:00
2004-07-09 11:00:00,1002.0,964.0,828.0,1546.0,786.0,32.9,20.1,0.9902,1.7,2004-07-09 11:00:00
2004-07-09 12:00:00,995.0,959.0,856.0,1544.0,690.0,33.9,18.4,0.9587,1.5,2004-07-09 12:00:00
2004-07-09 13:00:00,1008.0,962.0,845.0,1545.0,742.0,34.4,19.3,1.0325,1.7,2004-07-09 13:00:00
2004-07-09 14:00:00,978.0,962.0,846.0,1527.0,680.0,34.2,19.6,1.0399,1.3,2004-07-09 14:00:00
2004-07-09 15:00:00,989.0,990.0,822.0,1577.0,705.0,33.2,20.4,1.0195,1.5,2004-07-09 15:00:00
2004-07-09 16:00:00,961.0,985.0,845.0,1554.0,677.0,32.4,19.1,0.915,1.5,2004-07-09 16:00:00
2004-07-09 17:00:00,1009.0,1116.0,779.0,1602.0,877.0,32.2,17.1,0.8124,2.3,2004-07-09 17:00:00
2004-07-09 18:00:00,970.0,1117.0,786.0,1579.0,844.0,31.0,17.1,0.7526,2.2,2004-07-09 18:00:00
2004-07-09 19:00:00,1097.0,1199.0,699.0,1738.0,1006.0,28.3,24.9,0.9412,2.8,2004-07-09 19:00:00
2004-07-09 20:00:00,1065.0,1105.0,723.0,1672.0,987.0,26.6,30.2,1.033,2.7,2004-07-09 20:00:00
2004-07-09 21:00:00,1036.0,986.0,776.0,1614.0,868.0,24.8,36.8,1.1357,1.7,2004-07-09 21:00:00
2004-07-09 22:00:00,1049.0,958.0,794.0,1648.0,861.0,23.7,43.4,1.2495,1.5,2004-07-09 22:00:00
2004-07-09 23:00:00,1147.0,1043.0,727.0,1719.0,1042.0,23.0,46.2,1.2815,2.3,2004-07-09 23:00:00
2004-07-10 00:00:00,1118.0,1082.0,694.0,1792.0,1080.0,22.7,47.7,1.2977,2.3,2004-07-10 00:00:00
2004-07-10 01:00:00,1016.0,963.0,776.0,1661.0,811.0,22.2,49.5,1.3081,1.5,2004-07-10 01:00:00
2004-07-10 02:00:00,940.0,845.0,845.0,1539.0,704.0,21.6,51.9,1.3254,1.0,2004-07-10 02:00:00
2004-07-10 03:00:00,836.0,643.0,1114.0,1405.0,522.0,22.3,50.4,1.3379,0.5,2004-07-10 03:00:00
2004-07-10 04:00:00,831.0,626.0,1126.0,1406.0,484.0,22.4,49.7,1.3333,0.3,2004-07-10 04:00:00
2004-07-10 05:00:00,877.0,711.0,1018.0,1475.0,580.0,21.7,52.0,1.3313,0.4,2004-07-10 05:00:00
2004-07-10 06:00:00,872.0,725.0,976.0,1471.0,668.0,21.1,53.2,1.3181,0.5,2004-07-10 06:00:00
2004-07-10 07:00:00,958.0,805.0,886.0,1551.0,835.0,22.0,51.0,1.3296,0.9,2004-07-10 07:00:00
2004-07-10 08:00:00,959.0,848.0,859.0,1572.0,739.0,25.0,41.6,1.301,1.1,2004-07-10 08:00:00
2004-07-10 09:00:00,997.0,933.0,799.0,1612.0,763.0,26.7,36.4,1.2596,1.4,2004-07-10 09:00:00
2004-07-10 10:00:00,916.0,843.0,891.0,1511.0,614.0,29.1,29.7,1.1751,1.1,2004-07-10 10:00:00
2004-07-10 11:00:00,895.0,831.0,946.0,1473.0,566.0,31.2,23.4,1.0487,0.9,2004-07-10 11:00:00
2004-07-10 12:00:00,855.0,812.0,982.0,1416.0,508.0,32.4,20.5,0.9806,0.8,2004-07-10 12:00:00
2004-07-10 13:00:00,861.0,811.0,997.0,1409.0,509.0,33.3,19.2,0.9634,0.8,2004-07-10 13:00:00
2004-07-10 14:00:00,821.0,766.0,1071.0,1323.0,457.0,33.1,16.8,0.8391,0.6,2004-07-10 14:00:00
2004-07-10 15:00:00,835.0,731.0,1108.0,1323.0,438.0,33.1,18.3,0.9081,0.6,2004-07-10 15:00:00
2004-07-10 16:00:00,813.0,732.0,1118.0,1303.0,427.0,32.4,18.0,0.8599,0.5,2004-07-10 16:00:00
2004-07-10 17:00:00,833.0,786.0,1064.0,1328.0,453.0,31.8,18.7,0.8624,0.7,2004-07-10 17:00:00
2004-07-10 18:00:00,859.0,803.0,1032.0,1363.0,479.0,30.3,21.4,0.9064,0.8,2004-07-10 18:00:00
2004-07-10 19:00:00,887.0,778.0,978.0,1387.0,500.0,27.2,28.2,1.0013,0.9,2004-07-10 19:00:00
2004-07-10 20:00:00,970.0,900.0,856.0,1559.0,647.0,26.1,33.7,1.1228,1.3,2004-07-10 20:00:00
2004-07-10 21:00:00,990.0,866.0,866.0,1551.0,728.0,24.7,38.8,1.1929,1.3,2004-07-10 21:00:00
2004-07-10 22:00:00,1022.0,899.0,846.0,1588.0,820.0,23.4,43.2,1.229,1.4,2004-07-10 22:00:00
2004-07-10 23:00:00,1075.0,993.0,781.0,1682.0,946.0,23.1,44.2,1.2317,1.9,2004-07-10 23:00:00
2004-07-11 00:00:00,1088.0,1035.0,751.0,1713.0,1018.0,22.7,45.3,1.2299,2.3,2004-07-11 00:00:00
2004-07-11 01:00:00,925.0,831.0,880.0,1513.0,789.0,21.6,47.5,1.2118,1.0,2004-07-11 01:00:00
2004-07-11 02:00:00,853.0,716.0,994.0,1423.0,647.0,22.0,45.8,1.1965,0.5,2004-07-11 02:00:00
2004-07-11 03:00:00,918.0,830.0,875.0,1548.0,785.0,20.4,51.3,1.2131,1.0,2004-07-11 03:00:00
2004-07-11 04:00:00,796.0,636.0,1092.0,1387.0,576.0,20.6,50.3,1.2041,0.4,2004-07-11 04:00:00
2004-07-11 05:00:00,796.0,628.0,1136.0,1385.0,555.0,20.6,50.6,1.2119,0.3,2004-07-11 05:00:00
2004-07-11 06:00:00,795.0,606.0,1152.0,1369.0,552.0,21.3,48.8,1.2189,0.2,2004-07-11 06:00:00
2004-07-11 07:00:00,842.0,656.0,1080.0,1427.0,620.0,20.4,52.6,1.247,0.4,2004-07-11 07:00:00
2004-07-11 08:00:00,850.0,659.0,1077.0,1402.0,557.0,23.5,44.0,1.2596,0.3,2004-07-11 08:00:00
2004-07-11 09:00:00,884.0,709.0,1027.0,1442.0,556.0,25.7,37.9,1.2334,0.6,2004-07-11 09:00:00
2004-07-11 10:00:00,907.0,741.0,983.0,1486.0,573.0,27.9,33.6,1.2433,0.6,2004-07-11 10:00:00
2004-07-11 11:00:00,846.0,703.0,1034.0,1380.0,514.0,29.0,28.3,1.1116,0.6,2004-07-11 11:00:00
2004-07-11 12:00:00,827.0,697.0,1070.0,1371.0,478.0,29.5,25.9,1.0489,0.5,2004-07-11 12:00:00
2004-07-11 13:00:00,804.0,636.0,1185.0,1321.0,424.0,31.8,22.3,1.0366,0.4,2004-07-11 13:00:00
2004-07-11 14:00:00,775.0,619.0,1254.0,1272.0,386.0,32.2,20.0,0.9488,0.2,2004-07-11 14:00:00
2004-07-11 15:00:00,802.0,651.0,1206.0,1282.0,403.0,32.4,19.3,0.922,0.4,2004-07-11 15:00:00
2004-07-11 16:00:00,844.0,751.0,1064.0,1327.0,462.0,33.0,17.7,0.8758,0.6,2004-07-11 16:00:00
2004-07-11 17:00:00,881.0,765.0,1029.0,1359.0,489.0,32.0,19.8,0.9273,0.9,2004-07-11 17:00:00
2004-07-11 18:00:00,877.0,736.0,1077.0,1347.0,463.0,29.6,24.1,0.9831,0.7,2004-07-11 18:00:00
2004-07-11 19:00:00,931.0,885.0,892.0,1467.0,585.0,26.9,27.1,0.948,1.2,2004-07-11 19:00:00
2004-07-11 20:00:00,1011.0,967.0,818.0,1565.0,748.0,25.3,30.9,0.9815,1.6,2004-07-11 20:00:00
2004-07-11 21:00:00,1035.0,1015.0,757.0,1651.0,940.0,24.2,35.9,1.0684,1.8,2004-07-11 21:00:00
2004-07-11 22:00:00,1153.0,1042.0,733.0,1700.0,1022.0,23.2,43.2,1.2104,2.4,2004-07-11 22:00:00
2004-07-11 23:00:00,1020.0,929.0,805.0,1615.0,929.0,22.7,43.9,1.1962,1.5,2004-07-11 23:00:00
2004-07-12 00:00:00,954.0,879.0,837.0,1550.0,834.0,21.6,44.0,1.1244,0.9,2004-07-12 00:00:00
2004-07-12 01:00:00,903.0,800.0,911.0,1478.0,751.0,20.7,46.4,1.1198,0.8,2004-07-12 01:00:00
2004-07-12 02:00:00,779.0,581.0,1204.0,1323.0,505.0,21.2,46.2,1.1482,0.2,2004-07-12 02:00:00
2004-07-12 03:00:00,761.0,540.0,1269.0,1303.0,486.0,22.7,42.3,1.1491,0.1,2004-07-12 03:00:00
2004-07-12 04:00:00,780.0,568.0,1200.0,1331.0,501.0,19.9,51.3,1.1803,1.8,2004-07-12 04:00:00
2004-07-12 05:00:00,835.0,672.0,1053.0,1423.0,628.0,20.0,51.8,1.1967,0.5,2004-07-12 05:00:00
2004-07-12 06:00:00,1004.0,955.0,758.0,1671.0,1043.0,18.5,57.4,1.2076,1.4,2004-07-12 06:00:00
2004-07-12 07:00:00,1272.0,1328.0,567.0,1808.0,1463.0,19.6,54.3,1.2278,3.3,2004-07-12 07:00:00
2004-07-12 08:00:00,1173.0,1217.0,625.0,1945.0,1358.0,21.3,49.7,1.2452,3.6,2004-07-12 08:00:00
2004-07-12 09:00:00,986.0,922.0,820.0,1586.0,971.0,21.7,46.3,1.1867,1.7,2004-07-12 09:00:00
2004-07-12 10:00:00,942.0,849.0,907.0,1496.0,894.0,23.4,39.4,1.1172,1.5,2004-07-12 10:00:00
2004-07-12 11:00:00,957.0,875.0,891.0,1525.0,871.0,25.7,33.0,1.0763,1.6,2004-07-12 11:00:00
2004-07-12 12:00:00,1024.0,1052.0,779.0,1690.0,952.0,28.5,27.3,1.0479,2.1,2004-07-12 12:00:00
2004-07-12 13:00:00,962.0,963.0,835.0,1592.0,843.0,27.0,27.9,0.9812,2.1,2004-07-12 13:00:00
2004-07-12 14:00:00,958.0,873.0,868.0,1550.0,750.0,24.2,36.9,1.0966,1.6,2004-07-12 14:00:00
2004-07-12 15:00:00,933.0,831.0,888.0,1514.0,710.0,26.0,34.9,1.1509,1.3,2004-07-12 15:00:00
2004-07-12 16:00:00,942.0,912.0,842.0,1551.0,814.0,24.8,33.1,1.0222,1.6,2004-07-12 16:00:00
2004-07-12 17:00:00,1073.0,1117.0,693.0,1762.0,1052.0,24.0,36.3,1.0708,3.1,2004-07-12 17:00:00
2004-07-12 18:00:00,1086.0,1159.0,686.0,1782.0,1060.0,23.6,35.5,1.0187,3.3,2004-07-12 18:00:00
2004-07-12 19:00:00,1091.0,1161.0,682.0,1797.0,1153.0,23.6,35.7,1.0282,3.4,2004-07-12 19:00:00
2004-07-12 20:00:00,980.0,1009.0,786.0,1625.0,986.0,23.3,34.5,0.9768,2.8,2004-07-12 20:00:00
2004-07-12 21:00:00,904.0,877.0,890.0,1488.0,781.0,22.5,36.8,0.988,1.5,2004-07-12 21:00:00
2004-07-12 22:00:00,865.0,773.0,991.0,1414.0,653.0,21.3,38.7,0.9686,1.3,2004-07-12 22:00:00
2004-07-12 23:00:00,898.0,863.0,911.0,1493.0,777.0,20.9,39.4,0.9596,1.6,2004-07-12 23:00:00
2004-07-13 00:00:00,945.0,883.0,837.0,1563.0,1015.0,19.8,47.7,1.093,1.5,2004-07-13 00:00:00
2004-07-13 01:00:00,854.0,764.0,932.0,1476.0,922.0,19.3,51.4,1.1387,1.0,2004-07-13 01:00:00
2004-07-13 02:00:00,751.0,587.0,1165.0,1353.0,678.0,18.4,53.4,1.117,0.5,2004-07-13 02:00:00
2004-07-13 03:00:00,723.0,544.0,1274.0,1315.0,584.0,18.8,51.1,1.1,0.4,2004-07-13 03:00:00
2004-07-13 04:00:00,754.0,620.0,1102.0,1372.0,725.0,16.3,59.8,1.1042,0.6,2004-07-13 04:00:00
2004-07-13 05:00:00,758.0,670.0,1070.0,1365.0,688.0,16.6,56.8,1.0629,0.7,2004-07-13 05:00:00
2004-07-13 06:00:00,873.0,871.0,871.0,1528.0,887.0,16.2,57.4,1.0515,1.3,2004-07-13 06:00:00
2004-07-13 07:00:00,1176.0,1398.0,567.0,1625.6666666666667,1494.0,17.3,54.3,1.0631,4.0,2004-07-13 07:00:00
2004-07-13 08:00:00,1257.0,1495.0,524.0,1723.3333333333333,1647.0,19.2,48.8,1.0751,5.0,2004-07-13 08:00:00
2004-07-13 09:00:00,1137.0,1200.0,648.0,1821.0,1489.0,21.7,42.4,1.0859,3.6,2004-07-13 09:00:00
2004-07-13 10:00:00,1064.0,1126.0,711.0,1656.0,1361.0,26.4,29.9,1.0138,2.8,2004-07-13 10:00:00
2004-07-13 11:00:00,1026.0,1094.0,769.0,1629.0,1224.0,31.3,19.1,0.8634,2.6,2004-07-13 11:00:00
2004-07-13 12:00:00,986.0,1133.0,773.0,1619.0,1174.0,33.7,15.4,0.7913,2.7,2004-07-13 12:00:00
2004-07-13 13:00:00,908.0,1031.0,857.0,1469.0,901.0,34.5,13.3,0.7158,2.3,2004-07-13 13:00:00
2004-07-13 14:00:00,888.0,1007.0,870.0,1448.0,794.0,33.8,13.9,0.7172,2.0,2004-07-13 14:00:00
2004-07-13 15:00:00,843.0,830.0,995.0,1339.0,577.0,30.1,19.4,0.8157,1.3,2004-07-13 15:00:00
2004-07-13 16:00:00,905.0,931.0,876.0,1460.0,776.0,28.3,21.3,0.8054,1.7,2004-07-13 16:00:00
2004-07-13 17:00:00,1023.0,1127.0,760.0,1635.0,982.0,31.9,18.3,0.8523,2.8,2004-07-13 17:00:00
2004-07-13 18:00:00,1125.0,1279.0,662.0,1840.0,1256.0,32.0,20.1,0.9364,3.8,2004-07-13 18:00:00
2004-07-13 19:00:00,1211.0,1483.0,586.0,1862.0,1483.0,28.9,24.1,0.9495,4.9,2004-07-13 19:00:00
2004-07-13 20:00:00,1140.0,1289.0,634.0,1884.0,1390.0,27.3,27.1,0.967,4.3,2004-07-13 20:00:00
2004-07-13 21:00:00,1029.0,1105.0,737.0,1666.0,1195.0,26.0,28.5,0.9484,2.6,2004-07-13 21:00:00
2004-07-13 22:00:00,981.0,1054.0,768.0,1592.0,1135.0,25.2,28.6,0.9008,2.4,2004-07-13 22:00:00
2004-07-13 23:00:00,971.0,1014.0,788.0,1585.0,1115.0,24.3,31.1,0.9316,1.9,2004-07-13 23:00:00
2004-07-14 00:00:00,927.0,930.0,840.0,1522.0,1026.0,23.6,33.8,0.9685,1.4,2004-07-14 00:00:00
2004-07-14 01:00:00,868.0,846.0,925.0,1448.0,836.0,23.0,33.8,0.9406,1.1,2004-07-14 01:00:00
2004-07-14 02:00:00,863.0,824.0,905.0,1469.0,925.0,22.2,38.4,1.0126,0.9,2004-07-14 02:00:00
2004-07-14 03:00:00,820.0,716.0,994.0,1380.0,933.0,20.4,42.6,1.0083,0.7,2004-07-14 03:00:00
2004-07-14 04:00:00,777.0,645.0,1076.0,1334.0,781.0,20.5,42.3,1.0091,0.5,2004-07-14 04:00:00
2004-07-14 05:00:00,855.0,762.0,942.0,1444.0,959.0,18.8,49.0,1.0505,0.8,2004-07-14 05:00:00
2004-07-14 06:00:00,960.0,973.0,769.0,1616.0,1155.0,18.8,49.4,1.0624,1.3,2004-07-14 06:00:00
2004-07-14 07:00:00,1310.0,1492.0,527.0,1715.0,1686.0,19.9,46.5,1.071,4.7,2004-07-14 07:00:00
2004-07-14 08:00:00,1339.0,1561.0,498.0,1814.0,1791.0,22.1,41.7,1.098,4.6,2004-07-14 08:00:00
2004-07-14 09:00:00,1211.0,1290.0,606.0,1913.0,1643.0,24.0,36.4,1.0706,3.7,2004-07-14 09:00:00
2004-07-14 10:00:00,1068.0,1171.0,711.0,1717.0,1360.0,30.2,22.8,0.9616,2.8,2004-07-14 10:00:00
2004-07-14 11:00:00,932.0,1026.0,851.0,1523.0,944.0,33.4,17.1,0.8627,1.8,2004-07-14 11:00:00
2004-07-14 12:00:00,949.0,1069.0,819.0,1547.0,905.0,35.1,15.0,0.8381,1.9,2004-07-14 12:00:00
2004-07-14 13:00:00,944.0,1045.0,829.0,1525.0,884.0,34.1,16.0,0.8408,2.0,2004-07-14 13:00:00
2004-07-14 14:00:00,966.0,1131.0,800.0,1612.0,968.0,35.7,13.6,0.7836,2.0,2004-07-14 14:00:00
2004-07-14 15:00:00,940.0,1063.0,848.0,1539.0,929.0,35.3,13.8,0.7767,2.1,2004-07-14 15:00:00
2004-07-14 16:00:00,934.0,1041.0,865.0,1496.0,936.0,32.3,16.7,0.7946,2.1,2004-07-14 16:00:00
2004-07-14 17:00:00,1052.0,1252.0,739.0,1729.0,1107.0,36.0,13.3,0.7773,3.2,2004-07-14 17:00:00
2004-07-14 18:00:00,1109.0,1374.0,676.0,1795.0,1225.0,35.8,13.7,0.7868,4.0,2004-07-14 18:00:00
2004-07-14 19:00:00,1169.0,1430.0,636.0,1901.0,1372.0,32.3,18.4,0.8753,4.6,2004-07-14 19:00:00
2004-07-14 20:00:00,1093.0,1163.0,717.0,1705.0,1139.0,29.7,25.0,1.0246,3.0,2004-07-14 20:00:00
2004-07-14 21:00:00,1084.0,1200.0,686.0,1753.0,1505.0,27.8,26.6,0.9748,2.9,2004-07-14 21:00:00
2004-07-14 22:00:00,970.0,1023.0,787.0,1552.0,1074.0,26.3,27.3,0.9238,1.9,2004-07-14 22:00:00
2004-07-14 23:00:00,951.0,939.0,849.0,1488.0,868.0,25.3,30.0,0.9508,1.4,2004-07-14 23:00:00
2004-07-15 00:00:00,1038.0,1053.0,744.0,1631.0,1095.0,24.0,34.9,1.0271,2.1,2004-07-15 00:00:00
2004-07-15 01:00:00,950.0,937.0,802.0,1566.0,989.0,23.4,38.6,1.0968,1.2,2004-07-15 01:00:00
2004-07-15 02:00:00,831.0,695.0,1033.0,1355.0,658.0,23.5,38.3,1.0972,0.6,2004-07-15 02:00:00
2004-07-15 03:00:00,813.0,656.0,1070.0,1332.0,603.0,22.0,42.6,1.1146,0.4,2004-07-15 03:00:00
2004-07-15 04:00:00,797.0,621.0,1105.0,1303.0,562.0,21.6,44.0,1.1225,1.8,2004-07-15 04:00:00
2004-07-15 05:00:00,824.0,660.0,1033.0,1342.0,618.0,21.4,45.6,1.1493,0.4,2004-07-15 05:00:00
2004-07-15 06:00:00,879.0,796.0,912.0,1454.0,747.0,21.1,47.1,1.1641,0.7,2004-07-15 06:00:00
2004-07-15 07:00:00,1132.0,1166.0,652.0,1827.0,1229.0,21.3,48.4,1.2119,2.3,2004-07-15 07:00:00
2004-07-15 08:00:00,1291.0,1434.0,526.0,1877.0,1494.0,22.9,47.9,1.3208,4.0,2004-07-15 08:00:00
2004-07-15 09:00:00,1193.0,1160.0,630.0,1927.0,1281.0,24.4,45.5,1.3721,2.8,2004-07-15 09:00:00
2004-07-15 10:00:00,1057.0,914.0,796.0,1665.0,954.0,27.6,38.0,1.3818,1.6,2004-07-15 10:00:00
2004-07-15 11:00:00,1027.0,899.0,822.0,1563.0,810.0,31.1,29.6,1.318,1.6,2004-07-15 11:00:00
2004-07-15 12:00:00,1084.0,1052.0,736.0,1677.0,882.0,33.4,24.7,1.2516,2.0,2004-07-15 12:00:00
2004-07-15 13:00:00,1032.0,1071.0,742.0,1619.0,840.0,35.7,18.9,1.0865,2.0,2004-07-15 13:00:00
2004-07-15 14:00:00,977.0,998.0,810.0,1554.0,743.0,36.2,18.1,1.0724,1.7,2004-07-15 14:00:00
2004-07-15 15:00:00,1039.0,1069.0,773.0,1646.0,880.0,37.1,17.7,1.094,2.0,2004-07-15 15:00:00
2004-07-15 16:00:00,1056.0,1127.0,734.0,1694.0,928.0,36.5,18.1,1.0887,2.2,2004-07-15 16:00:00
2004-07-15 17:00:00,1164.0,1306.0,648.0,1886.0,1218.0,35.5,19.1,1.0888,3.2,2004-07-15 17:00:00
2004-07-15 18:00:00,1124.0,1309.0,655.0,1845.0,1170.0,33.7,20.0,1.0275,3.6,2004-07-15 18:00:00
2004-07-15 19:00:00,1152.0,1355.0,628.0,1879.0,1620.0,30.5,22.7,0.9763,3.8,2004-07-15 19:00:00
2004-07-15 20:00:00,1223.0,1399.0,592.0,1940.0,1508.0,28.7,26.2,1.0144,4.8,2004-07-15 20:00:00
2004-07-15 21:00:00,1058.0,1139.0,696.0,1699.0,1318.0,26.7,28.9,0.9981,2.8,2004-07-15 21:00:00
2004-07-15 22:00:00,1049.0,1152.0,693.0,1730.0,1189.0,25.7,31.6,1.0285,2.6,2004-07-15 22:00:00
2004-07-15 23:00:00,1010.0,1006.0,779.0,1589.0,1000.0,24.5,35.7,1.0807,1.9,2004-07-15 23:00:00
2004-07-16 00:00:00,981.0,985.0,779.0,1572.0,1020.0,24.3,36.3,1.0852,1.7,2004-07-16 00:00:00
2004-07-16 01:00:00,886.0,834.0,904.0,1440.0,767.0,23.8,36.9,1.0748,1.0,2004-07-16 01:00:00
2004-07-16 02:00:00,821.0,706.0,1021.0,1360.0,674.0,23.7,37.3,1.076,0.7,2004-07-16 02:00:00
2004-07-16 03:00:00,784.0,641.0,1114.0,1319.0,588.0,22.2,40.6,1.0729,0.5,2004-07-16 03:00:00
2004-07-16 04:00:00,771.0,593.0,1155.0,1291.0,545.0,21.6,42.2,1.0762,0.4,2004-07-16 04:00:00
2004-07-16 05:00:00,819.0,677.0,1048.0,1379.0,685.0,20.3,46.8,1.1,0.6,2004-07-16 05:00:00
2004-07-16 06:00:00,836.0,747.0,961.0,1384.0,702.0,20.7,45.9,1.1088,0.7,2004-07-16 06:00:00
2004-07-16 07:00:00,1114.0,1174.0,667.0,1819.0,1188.0,20.5,47.7,1.1419,2.4,2004-07-16 07:00:00
2004-07-16 08:00:00,1319.0,1470.0,520.0,1839.5,1589.0,22.4,46.6,1.247,4.4,2004-07-16 08:00:00
2004-07-16 09:00:00,1211.0,1143.0,632.0,1860.0,1331.0,24.2,48.5,1.4452,3.1,2004-07-16 09:00:00
2004-07-16 10:00:00,1051.0,950.0,802.0,1593.0,1040.0,28.8,33.0,1.2825,2.0,2004-07-16 10:00:00
2004-07-16 11:00:00,1108.0,1049.0,749.0,1701.0,1137.0,32.8,25.2,1.2325,2.1,2004-07-16 11:00:00
2004-07-16 12:00:00,1014.0,1012.0,795.0,1548.0,851.0,34.4,19.9,1.0647,2.1,2004-07-16 12:00:00
2004-07-16 13:00:00,1003.0,1047.0,769.0,1578.0,782.0,36.5,16.7,1.0045,2.1,2004-07-16 13:00:00
2004-07-16 14:00:00,1021.0,1092.0,764.0,1606.0,908.0,37.5,14.3,0.9099,2.2,2004-07-16 14:00:00
2004-07-16 15:00:00,986.0,937.0,833.0,1473.0,806.0,38.0,15.5,1.0119,1.6,2004-07-16 15:00:00
2004-07-16 16:00:00,1098.0,1084.0,754.0,1648.0,985.0,38.1,16.5,1.0828,2.4,2004-07-16 16:00:00
2004-07-16 17:00:00,1157.0,1245.0,665.0,1782.0,1211.0,37.3,17.3,1.084,3.3,2004-07-16 17:00:00
2004-07-16 18:00:00,1190.0,1395.0,606.0,1914.0,1411.0,35.9,17.7,1.0316,4.0,2004-07-16 18:00:00
2004-07-16 19:00:00,1183.0,1341.0,628.0,1881.0,1395.0,32.4,21.5,1.0303,4.1,2004-07-16 19:00:00
2004-07-16 20:00:00,1231.0,1341.0,626.0,1937.0,1578.0,30.3,25.6,1.0879,4.2,2004-07-16 20:00:00
2004-07-16 21:00:00,1102.0,1195.0,690.0,1762.0,1325.0,28.5,27.8,1.0665,2.9,2004-07-16 21:00:00
2004-07-16 22:00:00,1041.0,1060.0,748.0,1629.0,1185.0,26.9,30.5,1.0671,2.3,2004-07-16 22:00:00
2004-07-16 23:00:00,1090.0,1103.0,695.0,1686.0,1235.0,25.7,33.5,1.0918,2.2,2004-07-16 23:00:00
2004-07-17 00:00:00,1074.0,1078.0,685.0,1673.0,1317.0,24.7,36.9,1.1302,2.1,2004-07-17 00:00:00
2004-07-17 01:00:00,977.0,956.0,765.0,1581.0,1114.0,23.6,39.2,1.1306,1.6,2004-07-17 01:00:00
2004-07-17 02:00:00,949.0,910.0,816.0,1552.0,1015.0,22.2,43.0,1.1363,1.2,2004-07-17 02:00:00
2004-07-17 03:00:00,912.0,842.0,863.0,1489.0,1015.0,21.2,45.8,1.1353,1.2,2004-07-17 03:00:00
2004-07-17 04:00:00,863.0,746.0,919.0,1415.0,961.0,21.3,45.9,1.1471,0.9,2004-07-17 04:00:00
